interval,internet
2013-10-31 23:00:00,11.090007917776076
2013-10-31 23:10:00,11.21138339498375
2013-10-31 23:20:00,10.939979351502446
2013-10-31 23:30:00,8.630508811553568
2013-10-31 23:40:00,8.031251208444242
2013-10-31 23:50:00,8.135042571197907
2013-11-01 00:00:00,8.043424826143172
2013-11-01 00:10:00,8.602960365574594
2013-11-01 00:20:00,6.847862849403846
2013-11-01 00:30:00,6.581621321575835
2013-11-01 00:40:00,7.380097923958083
2013-11-01 00:50:00,6.806788161537174
2013-11-01 01:00:00,7.214942510506196
2013-11-01 01:10:00,7.55336908254259
2013-11-01 01:20:00,6.204825310050308
2013-11-01 01:30:00,7.666628814617644
2013-11-01 01:40:00,6.644337996462825
2013-11-01 01:50:00,6.176172220984352
2013-11-01 02:00:00,6.064265113098067
2013-11-01 02:10:00,5.738012158760602
2013-11-01 02:20:00,5.972895349145118
2013-11-01 02:30:00,5.482839605544537
2013-11-01 02:40:00,4.655709914096332
2013-11-01 02:50:00,5.224961803950932
2013-11-01 03:00:00,5.353100402102456
2013-11-01 03:10:00,5.156586651207073
2013-11-01 03:20:00,4.755443404283687
2013-11-01 03:30:00,5.10604359401901
2013-11-01 03:40:00,5.486897478110847
2013-11-01 03:50:00,5.67664810806238
2013-11-01 04:00:00,6.143461259352085
2013-11-01 04:10:00,5.5839257199206624
2013-11-01 04:20:00,6.191299068162608
2013-11-01 04:30:00,5.619341929930467
2013-11-01 04:40:00,5.971542724956349
2013-11-01 05:00:00,6.169409100040502
2013-11-01 05:10:00,5.836393024759188
2013-11-01 05:20:00,5.481486981355767
2013-11-01 05:30:00,6.0450803933535
2013-11-01 05:40:00,6.090212953786484
2013-11-01 05:50:00,5.976953221711428
2013-11-01 06:00:00,6.713817792293668
2013-11-01 06:10:00,7.014370887044503
2013-11-01 06:20:00,6.211588430994157
2013-11-01 06:30:00,7.864495189701797
2013-11-01 06:40:00,7.364971076779826
2013-11-01 06:50:00,8.093719902229447
2013-11-01 07:00:00,9.564991776118172
2013-11-01 07:10:00,9.162495905006017
2013-11-01 07:20:00,8.41456235981183
2013-11-01 07:30:00,10.616183664440731
2013-11-01 07:40:00,10.565640607252671
2013-11-01 07:50:00,12.170709557149788
2013-11-01 08:00:00,11.930415870010192
2013-11-01 08:10:00,11.511440527531011
2013-11-01 08:20:00,11.041922127863765
2013-11-01 08:30:00,11.673890692605358
2013-11-01 08:40:00,13.068671668617606
2013-11-01 08:50:00,12.647239058862672
2013-11-01 09:00:00,15.557071845007858
2013-11-01 09:10:00,12.592638129108298
2013-11-01 09:20:00,12.188293671603798
2013-11-01 09:30:00,13.330855323879307
2013-11-01 09:40:00,12.88162628704361
2013-11-01 09:50:00,16.077133301863164
2013-11-01 10:00:00,12.652401574515965
2013-11-01 10:10:00,13.60902248830446
2013-11-01 10:20:00,15.37974281385704
2013-11-01 10:30:00,13.206774598294095
2013-11-01 10:40:00,11.57956769917308
2013-11-01 10:50:00,11.656058597049562
2013-11-01 11:00:00,12.694580905469618
2013-11-01 11:10:00,11.593341922162567
2013-11-01 11:20:00,11.832035004011606
2013-11-01 11:30:00,12.889742032176231
2013-11-01 11:40:00,14.097725607716274
2013-11-01 11:50:00,12.484540912686535
2013-11-01 12:00:00,11.967432685310557
2013-11-01 12:10:00,12.91273664338532
2013-11-01 12:20:00,12.08314968466136
2013-11-01 12:30:00,13.151925687437934
2013-11-01 12:40:00,13.46305179459714
2013-11-01 12:50:00,15.518702405518724
2013-11-01 13:00:00,14.841353299242362
2013-11-01 13:10:00,14.630208663372295
2013-11-01 13:20:00,13.40980348903154
2013-11-01 13:30:00,17.81279811718756
2013-11-01 13:40:00,13.187589878549526
2013-11-01 13:50:00,16.973990770243997
2013-11-01 14:00:00,13.963928531707882
2013-11-01 14:10:00,13.900355194835697
2013-11-01 14:20:00,14.995935700285877
2013-11-01 14:30:00,17.862732493492214
2013-11-01 14:40:00,13.844153659790765
2013-11-01 14:50:00,14.04177205377313
2013-11-01 15:00:00,12.730493077683
2013-11-01 15:10:00,12.027444111820008
2013-11-01 15:20:00,12.033959251662068
2013-11-01 15:30:00,10.5956463205074
2013-11-01 15:40:00,12.185836404328043
2013-11-01 15:50:00,11.308163655691777
2013-11-01 16:00:00,13.197058247870917
2013-11-01 16:10:00,14.994583076097108
2013-11-01 16:20:00,13.07838801904078
2013-11-01 16:30:00,13.01296609577625
2013-11-01 16:40:00,11.141407636949335
2013-11-01 16:50:00,11.665526966370953
2013-11-01 17:00:00,11.331406248002654
2013-11-01 17:10:00,13.987419105120544
2013-11-01 17:20:00,19.94162569672467
2013-11-01 17:30:00,15.785191914448525
2013-11-01 17:40:00,12.682903249974265
2013-11-01 17:50:00,14.979704210020637
2013-11-01 18:00:00,12.207478391348365
2013-11-01 18:10:00,13.22731194222743
2013-11-01 18:20:00,12.563489077838767
2013-11-01 18:30:00,15.091611317906922
2013-11-01 18:40:00,13.423825693122811
2013-11-01 18:50:00,14.003898576487572
2013-11-01 19:00:00,11.7433704884362
2013-11-01 19:10:00,11.263279076360584
2013-11-01 19:20:00,12.240437334082417
2013-11-01 19:30:00,12.621291218174251
2013-11-01 19:40:00,12.487246161064077
2013-11-01 19:50:00,12.157183315262088
2013-11-01 20:00:00,12.115003984308434
2013-11-01 20:10:00,10.832130116182473
2013-11-01 20:20:00,9.169259025949865
2013-11-01 20:30:00,9.99393145012232
2013-11-01 20:40:00,9.021935708053777
2013-11-01 20:50:00,10.396675302336265
2013-11-01 21:00:00,11.055696350853252
2013-11-01 21:10:00,10.69968566436285
2013-11-01 21:20:00,10.677547715138957
2013-11-01 21:30:00,9.745522017850105
2013-11-01 21:40:00,9.187091121505665
2013-11-01 21:50:00,7.890691011492001
2013-11-01 22:00:00,8.642682429252497
2013-11-01 22:10:00,10.70103828855162
2013-11-01 22:20:00,9.064611001211007
2013-11-01 22:30:00,9.327899299559691
2013-11-01 22:40:00,7.999892871000745
2013-11-01 22:50:00,13.287819330940456
2013-11-01 23:00:00,7.90286462919093
2013-11-01 23:10:00,8.678098639262302
2013-11-01 23:20:00,7.90692250175724
2013-11-01 23:30:00,8.032603832633011
2013-11-01 23:40:00,6.546205111566028
2013-11-01 23:50:00,7.822315858748142
2013-11-02 00:00:00,7.973697049210542
2013-11-02 00:10:00,6.2799635837380166
2013-11-02 00:20:00,7.425230484391066
2013-11-02 00:30:00,8.272897519772608
2013-11-02 00:40:00,7.262780319316719
2013-11-02 00:50:00,6.619990761064967
2013-11-02 01:00:00,7.463599923880199
2013-11-02 01:10:00,6.725134748007402
2013-11-02 01:20:00,6.871105441714723
2013-11-02 01:30:00,6.340222991349256
2013-11-02 01:40:00,6.236431628595591
2013-11-02 01:50:00,5.73826013986239
2013-11-02 02:00:00,6.183183323029988
2013-11-02 02:10:00,5.544451637344547
