ts,real,fake
2013-11-01 00:00:00,11.090007917776076,5.276697980401063
2013-11-01 00:10:00,11.21138339498375,5.343782168168222
2013-11-01 00:20:00,10.939979351502446,5.907341174817961
2013-11-01 00:30:00,8.630508811553568,5.394791930560265
2013-11-01 00:40:00,8.031251208444242,5.5177407992566625
2013-11-01 00:50:00,8.135042571197907,5.12939973114727
2013-11-01 01:00:00,8.043424826143172,12.806986059110777
2013-11-01 01:10:00,8.602960365574594,11.804403038503395
2013-11-01 01:20:00,6.847862849403846,9.170893870402377
2013-11-01 01:30:00,6.581621321575835,9.813434256248437
2013-11-01 01:40:00,7.380097923958083,14.849515443569434
2013-11-01 01:50:00,6.806788161537174,13.524111300005556
2013-11-01 02:00:00,7.214942510506196,9.273450120932322
2013-11-01 02:10:00,7.55336908254259,8.428519018965515
2013-11-01 02:20:00,6.204825310050308,10.627721826685272
2013-11-01 02:30:00,7.666628814617644,9.707946285432461
2013-11-01 02:40:00,6.644337996462825,11.554736559224104
2013-11-01 02:50:00,6.176172220984352,9.406876156991508
2013-11-01 03:00:00,6.064265113098067,12.729255074459171
2013-11-01 03:10:00,5.738012158760602,15.28616266987401
2013-11-01 03:20:00,5.972895349145118,16.66745415749979
2013-11-01 03:30:00,5.482839605544537,13.834412386389872
2013-11-01 03:40:00,4.655709914096332,9.685871484028803
2013-11-01 03:50:00,5.224961803950932,12.231920953451526
2013-11-01 04:00:00,5.353100402102456,15.685607920892352
2013-11-01 04:10:00,5.156586651207073,13.476029604188305
2013-11-01 04:20:00,4.755443404283687,11.862165267877742
2013-11-01 04:30:00,5.10604359401901,10.935324268280514
2013-11-01 04:40:00,5.486897478110847,13.376572103060267
2013-11-01 04:50:00,5.67664810806238,15.255848246874947
2013-11-01 05:00:00,6.143461259352085,12.131153076646038
2013-11-01 05:10:00,5.5839257199206624,9.920617857829544
2013-11-01 05:20:00,6.191299068162608,10.621776263415835
2013-11-01 05:30:00,5.619341929930467,10.285173213492156
2013-11-01 05:40:00,5.971542724956349,11.277602972802322
2013-11-01 05:50:00,6.169409100040502,10.335255794276625
2013-11-01 06:00:00,5.836393024759188,14.696476097168897
2013-11-01 06:10:00,5.481486981355767,14.656362704225456
2013-11-01 06:20:00,6.0450803933535,13.037299187541686
2013-11-01 06:30:00,6.090212953786484,12.413645277490286
2013-11-01 06:40:00,5.976953221711428,20.58677544556074
2013-11-01 06:50:00,6.713817792293668,14.956119386211048
2013-11-01 07:00:00,7.014370887044503,6.566409538157881
2013-11-01 07:10:00,6.211588430994157,5.715125532999506
2013-11-01 07:20:00,7.864495189701797,5.871914013072577
2013-11-01 07:30:00,7.364971076779826,5.908482410063942
2013-11-01 07:40:00,8.093719902229447,6.097726119407388
2013-11-01 07:50:00,9.564991776118172,9.077396056239909
2013-11-01 08:00:00,9.162495905006017,7.16537215325724
2013-11-01 08:10:00,8.41456235981183,7.132894333810248
2013-11-01 08:20:00,10.616183664440731,7.6487677882099625
2013-11-01 08:30:00,10.565640607252671,7.836158654322885
2013-11-01 08:40:00,12.170709557149788,7.902215236623236
2013-11-01 08:50:00,11.930415870010192,8.000517418692988
2013-11-01 09:00:00,11.511440527531011,9.971211517071891
2013-11-01 09:10:00,11.041922127863764,9.05686647352412
2013-11-01 09:20:00,11.673890692605358,9.733718760897055
2013-11-01 09:30:00,13.068671668617606,9.552909902578914
2013-11-01 09:40:00,12.647239058862672,9.991442521296687
2013-11-01 09:50:00,15.557071845007858,11.914882772438464
2013-11-01 10:00:00,12.592638129108298,16.154306959619962
2013-11-01 10:10:00,12.188293671603798,15.233993492265656
2013-11-01 10:20:00,13.330855323879309,12.799304154656614
2013-11-01 10:30:00,12.88162628704361,12.830377162304954
2013-11-01 10:40:00,16.077133301863164,15.15232707112303
2013-11-01 10:50:00,12.652401574515965,15.506762903518664
2013-11-01 11:00:00,13.60902248830446,9.28240824984711
2013-11-01 11:10:00,15.37974281385704,9.5823481529572
2013-11-01 11:20:00,13.206774598294096,9.223984270520146
2013-11-01 11:30:00,11.57956769917308,8.437124445084788
2013-11-01 11:40:00,11.656058597049562,12.571236370004662
2013-11-01 11:50:00,12.694580905469618,8.448955870712158
2013-11-01 12:00:00,11.593341922162567,6.904034517606775
2013-11-01 12:10:00,11.832035004011606,6.296595806877521
2013-11-01 12:20:00,12.889742032176231,6.513771464837657
2013-11-01 12:30:00,14.097725607716274,5.869975925163115
2013-11-01 12:40:00,12.484540912686535,5.399701220223578
2013-11-01 12:50:00,11.967432685310555,5.350061693046241
2013-11-01 13:00:00,12.91273664338532,6.364992320729778
2013-11-01 13:10:00,12.08314968466136,6.561657859910716
2013-11-01 13:20:00,13.151925687437934,6.491423212620549
2013-11-01 13:30:00,13.46305179459714,6.2017549109807755
2013-11-01 13:40:00,15.518702405518724,6.160135459755869
2013-11-01 13:50:00,14.841353299242362,5.6401208334367645
2013-11-01 14:00:00,14.630208663372295,5.55167208311267
2013-11-01 14:10:00,13.40980348903154,5.203712935769646
2013-11-01 14:20:00,17.81279811718756,6.379385341748656
2013-11-01 14:30:00,13.187589878549526,5.658165378827532
2013-11-01 14:40:00,16.973990770243997,6.096813476730368
2013-11-01 14:50:00,13.963928531707882,6.517404819891021
2013-11-01 15:00:00,13.900355194835695,11.544894852871574
2013-11-01 15:10:00,14.995935700285877,12.403995141221744
2013-11-01 15:20:00,17.862732493492214,12.57386441091554
2013-11-01 15:30:00,13.844153659790765,11.927413214399555
2013-11-01 15:40:00,14.04177205377313,15.02174974862518
2013-11-01 15:50:00,12.730493077683,13.709925770018566
2013-11-01 16:00:00,12.027444111820008,12.267887977671268
2013-11-01 16:10:00,12.033959251662068,9.212613526994675
2013-11-01 16:20:00,10.5956463205074,10.28944673691848
2013-11-01 16:30:00,12.185836404328043,10.278254724199028
2013-11-01 16:40:00,11.308163655691777,9.111242656009749
2013-11-01 16:50:00,13.197058247870917,7.659598696638099
2013-11-01 17:00:00,14.994583076097108,15.819391550055565
2013-11-01 17:10:00,13.07838801904078,15.657582555031057
2013-11-01 17:20:00,13.01296609577625,13.689643888807174
2013-11-01 17:30:00,11.141407636949335,13.895236085285914
2013-11-01 17:40:00,11.665526966370953,11.952518994578748
2013-11-01 17:50:00,11.331406248002654,10.38895100988492
2013-11-01 18:00:00,13.987419105120544,12.585117492587326
2013-11-01 18:10:00,19.94162569672467,12.046205704984876
2013-11-01 18:20:00,15.785191914448523,12.845906853430872
2013-11-01 18:30:00,12.682903249974265,10.276925374065662
2013-11-01 18:40:00,14.979704210020635,15.595203125888176
2013-11-01 18:50:00,12.207478391348364,9.848203770732372
2013-11-01 19:00:00,13.22731194222743,9.84467197296434
2013-11-01 19:10:00,12.563489077838767,9.39697399385867
2013-11-01 19:20:00,15.091611317906922,9.72771927063276
2013-11-01 19:30:00,13.423825693122811,10.080257123077574
2013-11-01 19:40:00,14.003898576487572,9.975099120582463
2013-11-01 19:50:00,11.7433704884362,8.956212885389718
2013-11-01 20:00:00,11.263279076360584,12.003973260918814
2013-11-01 20:10:00,12.240437334082417,11.810285465523258
2013-11-01 20:20:00,12.621291218174251,9.906749504826903
2013-11-01 20:30:00,12.487246161064077,10.19311531311488
2013-11-01 20:40:00,12.157183315262088,14.616235951066903
2013-11-01 20:50:00,12.115003984308434,9.404215555550161
2013-11-01 21:00:00,10.832130116182473,11.91980906016903
2013-11-01 21:10:00,9.169259025949865,9.791741389605253
2013-11-01 21:20:00,9.99393145012232,9.279927726094494
2013-11-01 21:30:00,9.021935708053777,9.112532134527966
2013-11-01 21:40:00,10.396675302336265,9.420057066145612
2013-11-01 21:50:00,11.055696350853252,7.770465466441239
2013-11-01 22:00:00,10.69968566436285,6.402315737298083
2013-11-01 22:10:00,10.677547715138957,5.418592573636271
2013-11-01 22:20:00,9.745522017850105,5.376318537729241
2013-11-01 22:30:00,9.187091121505665,4.643185059969942
2013-11-01 22:40:00,7.890691011492001,5.399464153613612
2013-11-01 22:50:00,8.642682429252497,5.196746475230629
2013-11-01 23:00:00,10.70103828855162,5.892275241762726
2013-11-01 23:10:00,9.064611001211007,4.957855428258537
2013-11-01 23:20:00,9.327899299559691,6.013406747902851
2013-11-01 23:30:00,7.999892871000745,6.404362146255682
2013-11-01 23:40:00,13.287819330940456,7.262742362668734
2013-11-01 23:50:00,7.90286462919093,8.65867571998594
2013-11-02 00:00:00,8.678098639262302,6.105230243084723
2013-11-02 00:10:00,7.90692250175724,5.819071083602874
2013-11-02 00:20:00,8.032603832633011,6.419056346933069
2013-11-02 00:30:00,6.546205111566028,5.711107162743282
2013-11-02 00:40:00,7.822315858748142,6.822317159886868
2013-11-02 00:50:00,7.973697049210542,6.5688128279069256
2013-11-02 01:00:00,6.2799635837380166,10.822952942049433
2013-11-02 01:10:00,7.425230484391066,9.460760489935517
2013-11-02 01:20:00,8.272897519772608,8.972170222212485
2013-11-02 01:30:00,7.262780319316719,10.138944347829161
2013-11-02 01:40:00,6.619990761064967,9.524461024237963
2013-11-02 01:50:00,7.463599923880199,9.10206730035294
2013-11-02 02:00:00,6.725134748007402,5.619070411187176
2013-11-02 02:10:00,6.871105441714723,5.334721094285565
2013-11-02 02:20:00,6.340222991349256,5.340223006620693
2013-11-02 02:30:00,6.236431628595591,5.638642887611722
2013-11-02 02:40:00,5.73826013986239,5.0267259726770295
2013-11-02 02:50:00,6.183183323029988,5.601853694907699
2013-11-02 03:00:00,5.544451637344547,6.6887196759477545
2013-11-02 03:10:00,5.779086846627275,5.7176716176944264
2013-11-02 03:20:00,5.38741196902528,6.76688862242222
2013-11-02 03:30:00,6.217246908851024,5.439339744749167
2013-11-02 03:40:00,5.320637421571978,5.912344195903848
2013-11-02 03:50:00,5.190898218129896,6.441226990650767
2013-11-02 04:00:00,5.391469841591589,13.399761039766435
2013-11-02 04:10:00,5.031153301433089,14.044714186914558
2013-11-02 04:20:00,5.693127579429407,12.265264589560122
2013-11-02 04:30:00,5.069274759820435,10.593279607844487
2013-11-02 04:40:00,4.6121779589539065,11.690537694213782
2013-11-02 04:50:00,4.998442339800824,14.766045629000653
2013-11-02 05:00:00,5.10063309726393,10.130190836830357
2013-11-02 05:10:00,5.089812103753771,7.924832618261441
2013-11-02 05:20:00,5.199013963262516,9.202718921388627
2013-11-02 05:30:00,5.525018936498193,10.317096780899844
2013-11-02 05:40:00,5.203071835828826,10.215915340329202
2013-11-02 05:50:00,5.484192229733307,10.860451369105675
2013-11-02 06:00:00,5.047384791698328,9.367916056480368
2013-11-02 06:10:00,4.96142552450046,9.491907721557627
2013-11-02 06:20:00,6.350796003757628,9.997900042780334
2013-11-02 06:30:00,6.338622386058698,9.90726481066636
2013-11-02 06:40:00,7.766362304805,9.66765713429183
2013-11-02 06:50:00,7.19034729400655,9.698110730464828
2013-11-02 07:00:00,6.570800328065674,9.213148371933187
2013-11-02 07:10:00,7.268190816071797,14.035215872359284
2013-11-02 07:20:00,8.429689206990087,10.711214372692515
2013-11-02 07:30:00,8.98381424966643,10.205465696793059
